45
10 20 0.18072
10 21 0.15942
10 22 0.18571
10 25 0.14943
10 26 0.14943
10 28 0.23864
10 30 0.18889
10 33 0.14706
10 34 0.15476
10 35 0.1573
11 12 1
11 13 0.7037
11 14 0.7037
11 15 0.15294
11 16 0.29114
11 17 0.14706
11 18 0.25714
11 19 0.19767
11 20 0.24096
11 21 0.18056
11 22 0.18919
11 25 0.2069
11 26 0.2069
11 28 0.34118
11 30 0.14286
11 31 0.14851
11 32 0.14019
11 33 0.15094
11 34 0.14607
11 35 0.14894
12 13 0.7037
12 14 0.7037
12 15 0.15294
12 16 0.29114
12 17 0.14706
12 18 0.25714
12 19 0.19767
12 20 0.24096
12 21 0.18056
12 22 0.18919
12 25 0.2069
12 26 0.2069
12 28 0.34118
12 30 0.14286
12 31 0.14851
12 32 0.14019
12 33 0.15094
12 34 0.14607
12 35 0.14894
13 14 1
13 15 0.15294
13 16 0.29114
13 17 0.14706
13 18 0.14286
13 20 0.14444
13 21 0.14865
13 22 0.17333
13 28 0.23913
13 30 0.14286
13 33 0.14019
13 34 0.14607
13 35 0.14894
14 15 0.15294
14 16 0.29114
14 17 0.14706
14 18 0.14286
14 20 0.14444
14 21 0.14865
14 22 0.17333
14 28 0.23913
14 30 0.14286
14 33 0.14019
14 34 0.14607
14 35 0.14894
15 16 0.16129
15 17 0.15068
15 18 0.13253
15 20 0.14737
15 23 0.13924
15 24 0.52632
15 28 0.16505
15 30 0.14563
15 31 0.15094
15 32 0.15315
15 33 0.14286
15 34 0.13684
15 42 0.13636
16 17 0.17333
16 18 0.15294
16 20 0.14141
16 22 0.13953
16 23 0.14634
16 28 0.19231
16 30 0.14019
16 31 0.13514
16 33 0.13793
16 35 0.14563
17 18 0.7619
17 19 0.39062
17 20 0.4127
17 23 0.22807
17 24 0.14286
17 25 0.37879
17 26 0.37879
17 28 0.16279
17 30 0.20988
17 34 0.18919
17 35 0.18987
17 41 0.16667
17 42 0.15942
18 19 0.54688
18 20 0.57143
18 23 0.19403
18 24 0.13978
18 25 0.5303
18 26 0.5303
18 28 0.25
18 30 0.18681
18 31 0.14286
18 32 0.14563
18 34 0.18072
18 35 0.18182
18 41 0.16
18 42 0.13924
19 20 0.5
19 25 0.73134
19 26 0.73134
19 27 0.13223
19 28 0.27551
19 29 0.18103
19 30 0.20588
19 34 0.21505
19 35 0.20202
20 24 0.16346
20 25 0.48718
20 26 0.48718
20 28 0.21359
20 29 0.14167
20 30 0.18269
20 31 0.13393
20 32 0.1982
20 33 0.13675
20 34 0.18947
20 35 0.20202
21 22 0.65306
22 39 0.13636
23 31 0.17391
23 32 0.17526
23 41 0.13699
24 25 0.14953
24 26 0.14953
24 28 0.13793
24 29 0.16129
24 30 0.15044
24 33 0.13821
24 35 0.13514
25 26 1
25 28 0.30928
25 29 0.18803
25 30 0.23762
25 31 0.15179
25 34 0.2234
25 35 0.23469
26 28 0.30928
26 29 0.18803
26 30 0.23762
26 31 0.15179
26 34 0.2234
26 35 0.23469
27 28 0.14729
27 29 0.34454
27 30 0.15873
27 33 0.36842
27 34 0.14286
27 35 0.14516
28 29 0.20325
28 30 0.42553
28 31 0.17949
28 32 0.14286
28 33 0.152
28 34 0.25253
28 35 0.27451
29 30 0.23729
29 31 0.14504
29 33 0.22835
29 34 0.22523
29 35 0.31481
30 31 0.15254
30 33 0.136
30 34 0.34066
30 35 0.30612
31 32 0.58696
31 35 0.13793
31 43 0.14019
32 33 0.14286
32 43 0.13274
33 35 0.1405
33 44 0.14
34 35 0.78788
34 41 0.13483
35 41 0.1383
36 37 0.1413
36 38 0.16327
36 39 0.15625
37 38 0.21505
38 39 0.50633
40 41 0.14286
40 42 0.25316
40 43 0.1573
40 44 0.18667
41 42 0.27397
41 43 0.24359
41 44 0.33871
42 43 0.19048
42 44 0.16216
43 44 0.23288
